Fecha registrada,Latitud Aproximada,Longitud Aproximada,Nombre del Encuestador o Encuestadora,Tipo de negocio,¿El negocio tiene reja para entrar? (¿los consumidores pueden entrar a la tienda para escoger y comprar los productos?),Nombre del negocio,Campus,Año de apertura del negocio,¿Cuántas personas trabajaron para este negocio (con o sin paga) durante el mes anterior?,¿Cuántas personas trabajaron con un salario fijo durante el último mes?,"En tres meses, ¿esperas que el número total de trabajadores del negocio aumente, disminuya o permanezca igual?","Durante el último mes, ¿tuviste más, menos, o el mismo número de clientes en tu negocio?","¿Esperas que en tres meses tengas más, menos o el mismo número de clientes en tu negocio?","¿Tus ventas actuales están mejor, peor o igual en comparación con hace un mes?",¿Por qué piensas que las ventas incrementaron/disminuyeron/permanecieron igual? (opcional),"¿Esperas que las ventas de tu negocio en tres meses sean mayores, menores o iguales?","¿Durante el último mes tu nivel de inventario aumentó, disminuyó o permaneció igual?","¿Esperas que dentro de tres meses el nivel de inventario incremente, disminuya o permanezca igual?","Actualmente, ¿sientes que tu nivel de inventario es demasiado grande, muy poco o está en su nivel correcto?","En promedio, ¿el precio de venta de los productos que vende este establecimiento aumentó, bajó o permaneció igual a hace un mes?","¿Dentro de tres meses, esperas que los precios de los productos que vendes aumenten, disminuyan o permanezcan igual?",Qué tanto impacta a tu negocio: - El crimen,Qué tanto impacta a tu negocio: - La falta de crédito,Qué tanto impacta a tu negocio: - El incremento en el precio de los bienes,Qué tanto impacta a tu negocio: - La competencia,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Bancos,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Proveedores,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Familia,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Gobierno,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Ahorros populares (tandas),¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Crédito privado,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? Otro (OPCIONAL),¿Cuál es la razón principal por la que tu negocio no tiene un crédito bancario?,"Asume que tienes los medios para hacer crecer tu negocio, ¿quisieras que tu negocio creciera? (por ejemplo, con más empleados, más productos, un local más grande)",¿Cuál es la razón principal por la que no quieres que tu negocio crezca?,¿Cuál sería el salario mensual más bajo que estaría dispuesto a aceptar para cerrar el negocio y,Horario de apertura,Horario de cierre,Sexo del dueño o dueña,¿El local de su negocio es rentado o propio?,Educación del dueño,Edad del dueño o dueña
07/11/2024 11:13,19.4626,-99.138,CCM336E2ParisMaciasTorres,Cafetería,No,Coffe mini,Ciudad de México,2014,3,1,Aumente,Igual,Más,Peor,Por la temporada ,Mayores,Aumentó,Incremente,En su nivel correcto,Bajó,Permanezcan igual,Mucho,Nada,Nada,Mucho,No,No,No,No,No,No,,No necesito un crédito,Sí,,2000,08:00 a. m.,04:00 p. m.,Mujer,Rentado,Preparatoria,De 51 a 60
07/11/2024 11:22,19.4626,-99.138,CCM336E2Paris Macias Torres,Pollería,No,Cincli ,Ciudad de México,2023,1,1,Aumente,Igual,Más,Mejor,La gente está acostumbrada a comprar donde ya conoce,Mayores,Aumentó,Incremente,Muy poco,Bajó,Permanezcan igual,Nada,Nada,Nada,Mucho,No,No,No,No,No,No,,No necesito un crédito,Sí,,10000,06:00 a. m.,04:00 p. m.,Hombre,Rentado,Universidad y más,De 41 a 50
07/11/2024 11:30,19.4626,-99.138,CCM336E2 Paris Macias Torres,Verdulería o Frutería,No,4 hermanos,Ciudad de México,2023,2,2,Permanezca igual,Más,Más,Mejor,Por la ubicación ,Mayores,Permaneció igual,Incremente,Muy poco,Aumentó,Permanezcan igual,Algo,Algo,Mucho,Moderado,No,No,Sí,No,No,No,,No necesito un crédito,Sí,,4800,08:30 a. m.,09:30 p. m.,Mujer,Propio,Secundaria,De 41 a 50
07/11/2024 11:36,19.4626,-99.138,CCM336E2 Paris Macias Torres,Miscelanea o Tienda de Abarrotes,Sí,Hidalgence,Ciudad de México,2020,2,2,Permanezca igual,Menos,Más,Mejor,,Menores,Permaneció igual,Disminuya,En su nivel correcto,Permaneció igual,Aumenten,Mucho,Algo,Algo,Mucho,No,Sí,No,No,No,No,,No necesito un crédito,Sí,,2500,07:00 a. m.,04:00 p. m.,Hombre,Rentado,Universidad y más,De 41 a 50
07/11/2024 11:38,25.7933,-100.1863,Sofía Moreno Reynaga ,Verdulería o Frutería,Sí,FrutiMax,San Luis Potosí,2014,8,8,Aumente,Más,Más,Mejor,Por la temporada,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Mucho,Nada,Moderado,Poco,No,No,No,No,No,No,,Las tasas de interés son muy altas,Sí,,"20,000",10:00 a. m.,10:00 p. m.,Hombre,Propio,Preparatoria,De 51 a 60
07/11/2024 11:41,20.6748,-101.3611,Selma Carolina Suro Aguirre,Miscelanea o Tienda de Abarrotes,Sí,Supermix “Gran Jardín “,León,2014,6,6,Disminuya,Más,Más,Igual,Por la atención al cliente,Mayores,Permaneció igual,Incremente,Demsiado grande,Aumentó,Aumenten,Mucho,Nada,Mucho,Nada,No,No,No,No,No,No,,No necesito un crédito,Sí,,No lo cerraría ,08:30 a. m.,10:00 p. m.,Mujer,Rentado,Preparatoria,De 31 a 40
07/11/2024 11:47,19.4626,-99.138,CCM336E2 Paris Macias Torres,Panadería,No,Bromer,Ciudad de México,2023,4,4,Permanezca igual,Más,Más,Mejor,La calidad del producto,Iguales,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Mucho,Nada,No,No,No,No,No,No,,No necesito un crédito,Sí,,0,09:30 a. m.,09:30 p. m.,Mujer,Rentado,Universidad y más,De 21 a 30
07/11/2024 11:55,19.4626,-99.138,CCM336E2 Paris Macias Torres,Miscelanea o Tienda de Abarrotes,No,Abarratos Velásquez,Ciudad de México,1980,3,3,Permanezca igual,Menos,Más,Igual,La economía del país,Mayores,Disminuyó,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Algo,Mucho,Sí,Sí,No,No,No,Sí,,No necesito un crédito,Sí,,10000,09:00 a. m.,11:00 p. m.,Mujer,Propio,Sin estudios,Más de 60
07/11/2024 12:08,19.4203,-99.1193,Valeria Aguilar,Miscelanea o Tienda de Abarrotes,No,Papitas,Ciudad de México,2001,0 - Sólo trabaja el dueño o dueña,0,Aumente,Más,Más,Mejor,,,Disminuyó,Incremente,Demsiado grande,Bajó,Permanezcan igual,Nada,Poco,Algo,Mucho,No,No,No,Sí,No,No,,Los procedimientos para aplicar son complicados,Sí,,8000,09:00 a. m.,06:00 p. m.,Mujer,Rentado,Sin estudios,De 51 a 60
07/11/2024 12:08,20.6486,-100.3732,Arturo Alcocer Muñoz,Miscelanea o Tienda de Abarrotes,Sí,"Abarrotes, carnes frías, frutas y verduras “La Real”",Querétaro,2010,3,3,Permanezca igual,Igual,El mismo número de clientes,Igual,La clientela es la misma siempre,Iguales,Aumentó,Disminuya,En su nivel correcto,Aumentó,Aumenten,Poco,Poco,Moderado,Moderado,No,No,Sí,No,No,Sí,,No necesito un crédito,Sí,,"15,000 pesos",08:00 a. m.,07:00 p. m.,Hombre,Propio,Secundaria,De 41 a 50
07/11/2024 12:08,19.4626,-99.138,CCM336E2 Paris Macias Torres,Miscelanea o Tienda de Abarrotes,No,Pollería morales,Ciudad de México,2010,3,3,Permanezca igual,Menos,El mismo número de clientes,Peor,Por la economía y la inflación ,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Moderado,Moderado,Mucho,Moderado,No,No,No,No,No,No,,No necesito un crédito,Sí,,20000,08:00 a. m.,07:30 p. m.,Hombre,Rentado,Universidad y más,De 41 a 50
07/11/2024 12:11,19.4342,-99.0559,Rodrigo,Pollería,Sí,Polleri Escolastica,Querétaro,1998,9,9,Permanezca igual,Más,Más,Mejor,Insumos,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Poco,Nada,No,No,Sí,No,No,No,,No necesito un crédito,Sí,,,07:00 a. m.,06:00 p. m.,Hombre,Propio,Primaria,De 51 a 60
07/11/2024 12:16,20.6486,-100.3732,Arturo Alcocer Muñoz,Semillas y Granos,Sí,Molino,Querétaro,1996,2,2,Disminuya,Menos,Más,Peor,Abrió un Oxxo cerca ,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Algo,Mucho,No,No,Sí,No,No,No,,No creo que me lo aprobarían,Sí,,"12,000 pesos",07:30 a. m.,05:30 p. m.,Hombre,Propio,Secundaria,De 51 a 60
07/11/2024 12:20,19.4203,-99.1193,CCM 335 E1 Isaac Hernández-Morales,Fondita/Mini Resutaurante,No,Doña Blanca,Ciudad de México,2010,5,5,Aumente,Más,Menos,Mejor,Por la publicidad que le hemos dado en TikTok ,Menores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Moderado,Algo,Algo,Algo,No,Sí,No,No,No,Sí,,No necesito un crédito,Sí,,30000,08:00 a. m.,05:00 p. m.,Mujer,Rentado,Universidad y más,De 31 a 40
07/11/2024 12:21,19.4342,-99.0559,Ursula,Cafetería,No,Piix café,Querétaro,2024,6,6,Aumente,Igual,Más,Igual,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Moderado,Moderado,Moderado,Mucho,Sí,Sí,No,No,No,No,,No necesito un crédito,Sí,,,06:30 a. m.,10:00 p. m.,Hombre,Rentado,Universidad y más,De 31 a 40
07/11/2024 12:25,20.6486,-100.3732,Arturo Alcocer Muñoz,Miscelanea o Tienda de Abarrotes,Sí,Miscelánea Dany,Querétaro,1999,3,2,Permanezca igual,Igual,El mismo número de clientes,Igual,Los que compran son los vecinos mucho,Iguales,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Poco,Nada,Mucho,Mucho,No,No,Sí,No,No,No,Propio dinero,No necesito un crédito,Sí,,"30,000 pesos",08:00 a. m.,10:00 p. m.,Hombre,Propio,Preparatoria,De 41 a 50
07/11/2024 12:25,19.4203,-99.1193,Valeria Aguilar Cruz,Miscelanea o Tienda de Abarrotes,Sí,Local 18,Ciudad de México,1999,3,3,Permanezca igual,Menos,Más,Igual,Falta de clientes por economía ,Mayores,Permaneció igual,Disminuya,En su nivel correcto,Aumentó,Aumenten,Poco,Moderado,Mucho,Nada,No,Sí,No,No,Sí,No,,No necesito un crédito,Sí,,7000,08:00 a. m.,06:00 p. m.,Mujer,Propio,Preparatoria,De 31 a 40
07/11/2024 12:28,20.5276,-100.8105,Valeria Ayala ,Verdulería o Frutería,No,La manzana verde ,San Luis Potosí,2019,6,6,Permanezca igual,Más,Más,Mejor,Recomendaciones ,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Aumenten,Mucho,Nada,Algo,Algo,No,Sí,No,No,No,No,,No necesito un crédito,Sí,,50000,08:00 a. m.,06:00 p. m.,Hombre,Rentado,Universidad y más,De 41 a 50
07/11/2024 12:29,19.4342,-99.0559,Rodrigo,Cafetería,Sí,Brusco,Querétaro,2020,5,5,Permanezca igual,Igual,El mismo número de clientes,Mejor,,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Moderado,Nada,Algo,Mucho,No,No,Sí,No,No,No,,No necesito un crédito,Sí,,,09:30 a. m.,09:30 p. m.,Mujer,Rentado,Universidad y más,De 31 a 40
07/11/2024 12:32,19.4626,-99.138,CCM336E2 Paris Macias Torres,Miscelanea o Tienda de Abarrotes,No,Antojitos mexicanos Beti ,Ciudad de México,2016,5,1,Permanezca igual,Menos,Más,Peor,COVID,Iguales,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Algo,Moderado,Mucho,Poco,No,No,No,No,Sí,No,,Las tasas de interés son muy altas,Sí,,7000,10:30 a. m.,11:00 p. m.,Mujer,Rentado,Primaria,De 51 a 60
07/11/2024 12:35,19.4203,-99.1193,Valeria Aguilar Cruz ,Pollería,Sí,Pollería Jose,Ciudad de México,2011,2,2,Permanezca igual,Igual,El mismo número de clientes,Igual,Fidelidad del cliente,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Mucho,Mucho,No,Sí,Sí,No,No,No,,No necesito un crédito,No,Porque está satisfecho con su negocio,5000,07:30 a. m.,05:30 p. m.,Mujer,Propio,Preparatoria,De 51 a 60
07/11/2024 12:38,19.4342,-99.0559,Rodrigo,Panadería,Sí,Ivone cake design,Querétaro,2021,2,2,Aumente,Igual,Más,Igual,,Mayores,Disminuyó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Mucho,Mucho,Mucho,No,No,No,No,No,No,,No necesito un crédito,Sí,,,10:00 a. m.,07:00 p. m.,Mujer,Rentado,Universidad y más,De 21 a 30
07/11/2024 12:38,19.4354,-99.1427,Alejandro Ducoing Caceres,Dulcería,No,a,Ciudad de México,2010,2,2,Permanezca igual,Igual,Más,Igual,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Poco,Nada,Moderado,Poco,No,Sí,No,No,No,No,,No necesito un crédito,No,Porque está satisfecho con su negocio,30000,09:00 a. m.,09:00 p. m.,Hombre,Propio,Preparatoria,De 41 a 50
07/11/2024 12:39,19.4342,-99.0559,Jorge Ibarra Gómez ,Pollería,Sí,Polleria,Querétaro,2011,0 - Sólo trabaja el dueño o dueña,2,Aumente,Más,Más,Igual,,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Nada,Nada,No,No,No,No,No,No,,No necesito un crédito,Sí,,70000,07:00 a. m.,08:00 p. m.,Mujer,Rentado,Secundaria,De 41 a 50
07/11/2024 12:41,19.3143,-99.1271,Andrea Garcia,Carnicería,No,Carniceria y polleria la lucha ,Ciudad de México,1980,5,5,Permanezca igual,Igual,El mismo número de clientes,Igual,Muy constantes desde su apertura,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Moderado,Moderado,Algo,No,Sí,Sí,No,No,Sí,,No necesito un crédito,Sí,,16000,07:00 a. m.,06:00 p. m.,Hombre,Rentado,Secundaria,Más de 60
07/11/2024 12:42,19.4626,-99.138,CCM336E2 Paris Macías Torres,Miscelanea o Tienda de Abarrotes,No,Génesis,Ciudad de México,2024,1,0,Permanezca igual,Igual,Más,Mejor,No se abre toda la semana,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Mucho,Moderado,Algo,Mucho,No,No,No,No,No,No,,No necesito un crédito,Sí,,20000,09:00 a. m.,08:30 p. m.,Mujer,Propio,Preparatoria,De 51 a 60
07/11/2024 12:45,19.4203,-99.1193,Valeria Aguilar Cruz,Carnicería,Sí,El gran Bife,Ciudad de México,1980,2,2,Permanezca igual,Más,Más,Igual,"La economía, canasta básica, sueldos",Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Mucho,Poco,No,No,No,No,No,No,,Las tasas de interés son muy altas,Sí,,Ninguno,08:00 a. m.,05:00 p. m.,Hombre,Propio,Universidad y más,De 51 a 60
07/11/2024 12:45,19.4203,-99.1193,CCM 335 E1 Isaac Hernández - Morales,Cafetería,No,Anécdota Café ,Ciudad de México,2019,3,3,Permanezca igual,Más,El mismo número de clientes,Igual,Porque no hubo cambios significativos en la cafeterí,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Moderado,Poco,Algo,Algo,No,No,Sí,No,No,No,,Las tasas de interés son muy altas,Sí,,20000,08:00 a. m.,03:00 p. m.,Hombre,Rentado,Universidad y más,De 41 a 50
07/11/2024 12:49,19.4342,-99.0559,Jorge Ibarra Gómez ,Fondita/Mini Resutaurante,Sí,Villa juriquilla ,Querétaro,2014,5,5,Permanezca igual,Menos,El mismo número de clientes,Peor,por los precios ,Iguales,Aumentó,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Moderado,Moderado,Poco,Nada,No,Sí,Sí,No,No,No,,Las tasas de interés son muy altas,Sí,,5000,09:00 a. m.,03:00 p. m.,Mujer,Propio,Secundaria,De 31 a 40
07/11/2024 12:50,19.4342,-99.0559,Ursula,Tortillería,Sí,Los Rifles Quesadillas,Querétaro,2021,4,4,Permanezca igual,Más,Más,Mejor,,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Moderado,Moderado,Mucho,Moderado,Sí,No,Sí,No,No,No,,No necesito un crédito,Sí,,,10:00 a. m.,05:30 p. m.,Hombre,Rentado,Preparatoria,De 41 a 50
07/11/2024 12:51,25.7933,-100.1863,Sofia Moreno,Miscelanea o Tienda de Abarrotes,Sí,Súper central,San Luis Potosí,2005,5,5,Permanezca igual,Menos,Más,Igual,Competencia y no tanto permanencia de los dueños vendiendo,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Mucho,Nada,Nada,Mucho,No,Sí,No,No,No,No,,No necesito un crédito,No,Porque sería muy complicado administrarlo,Ninguno,07:00 a. m.,09:30 p. m.,Hombre,Propio,Universidad y más,Más de 60
07/11/2024 12:53,19.4203,-99.1193,Valeria Aguilar Cruz,Fondita/Mini Resutaurante,Sí,Puerto escondido,Ciudad de México,2014,4,4,Aumente,Más,Más,Igual,Temporada vacional,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Nada,Nada,No,No,No,No,No,No,,Las tasas de interés son muy altas,No,Porque sería muy complicado administrarlo,Ninguno,10:00 a. m.,06:00 p. m.,Hombre,Rentado,Preparatoria,De 51 a 60
07/11/2024 12:55,19.3143,-99.1271,Andrea Garcia ,Cafetería,Sí,Mariette San Jeronimo,Ciudad de México,2017,3,3,Permanezca igual,Más,Más,Mejor,Anuncios ,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Poco,Mucho,Poco,Sí,No,Sí,No,No,Sí,,Los procedimientos para aplicar son complicados,No,Porque tendría que hacer trámites muy costosos,23000,08:00 a. m.,08:00 p. m.,Mujer,Rentado,Preparatoria,De 41 a 50
07/11/2024 12:57,20.6574,-100.4148,Sergio Rodríguez,Miscelanea o Tienda de Abarrotes,Sí,Miscelánea Cárdenas,Querétaro,1995,2,2,Permanezca igual,Menos,El mismo número de clientes,Peor,,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Moderado,Poco,Moderado,Mucho,No,No,Sí,No,No,No,,No necesito un crédito,Sí,,"15,000",07:00 a. m.,10:30 p. m.,Hombre,Propio,Sin estudios,Más de 60
07/11/2024 12:58,20.5276,-100.8105,Valeria Ayala ,Miscelanea o Tienda de Abarrotes,No,Himalaya Mart ,San Luis Potosí,1993,2,1,Permanezca igual,Igual,Menos,Igual,Al pendiente ,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Nada,Algo,No,Sí,No,No,No,No,,No necesito un crédito,No,Porque está satisfecho con su negocio,Ninguno,08:00 a. m.,09:00 p. m.,Hombre,Propio,Universidad y más,Más de 60
07/11/2024 12:59,19.3783,-99.1621,Alan Dionicio Guzmán Hernández,Miscelanea o Tienda de Abarrotes,Sí,Miscelánea Consuelo,Ciudad de México,2003,3,2,Permanezca igual,Igual,Más,Igual,Porque están en una zona donde hay varias tiendas.,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Poco,Poco,Algo,Moderado,No,Sí,No,No,No,No,,No necesito un crédito,Sí,,30000,07:00 a. m.,10:00 p. m.,Hombre,Propio,Preparatoria,De 41 a 50
07/11/2024 13:02,20.6574,-100.4148,Sergio Rodríguez,Cremería,Sí,Cremería Ángeles,Querétaro,2018,4,4,Permanezca igual,Igual,El mismo número de clientes,Igual,,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Mucho,Poco,Moderado,Algo,No,No,No,No,No,No,,No necesito un crédito,Sí,,"23,000",08:00 a. m.,08:00 p. m.,Hombre,Propio,Secundaria,De 41 a 50
07/11/2024 13:02,19.4499,-99.1731,CCM 335 Maximiliano Elizarraras Shchelkunova,Panadería,No,"Pastelería ""Las Fuentes""",Ciudad de México,1980,3,3,Permanezca igual,Más,Más,Mejor,Navidad,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Moderado,Poco,Poco,Moderado,No,No,Sí,No,No,No,,No necesito un crédito,Sí,,,09:00 a. m.,10:00 p. m.,Hombre,Rentado,Secundaria,Más de 60
07/11/2024 13:03,19.4203,-99.1193,Alejandro García ,Miscelanea o Tienda de Abarrotes,No,Abarrotes César ,Aguascalientes,1983,0 - Sólo trabaja el dueño o dueña,7,Disminuya,Menos,Más,Igual,Ei,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Disminuyan,Poco,Poco,Nada,Algo,Sí,Sí,Sí,Sí,Sí,Sí,Kd,,Sí,,Lek,08:00 a. m.,04:00 p. m.,Hombre,Propio,Sin estudios,Menos de 20
07/11/2024 13:04,19.4342,-99.0559,Jorge Ibarra Gómez,Verdulería o Frutería,Sí,el Manguito ,Querétaro,2007,0 - Sólo trabaja el dueño o dueña,1,Aumente,Más,Más,Igual,mismos clientes,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Mucho,Moderado,Mucho,Nada,No,No,No,No,No,No,,No necesito un crédito,No,Porque tendría que hacer trámites muy costosos,28800,07:00 a. m.,08:00 p. m.,Hombre,Propio,Preparatoria,De 41 a 50
07/11/2024 13:07,19.4147,-99.1717,Leonardo Valero ,Fondita/Mini Resutaurante,No,"Tacos de Mixiote ""El César""",Ciudad de México,2017,4,0,Aumente,Igual,El mismo número de clientes,Peor,"Pasó el mes patrio, que es cuando mas se vende",Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Nada,Algo,Moderado,No,No,Sí,No,No,No,,No creo que me lo aprobarían,Sí,,"150,000",11:00 a. m.,04:30 p. m.,Hombre,Propio,Secundaria,De 41 a 50
07/11/2024 13:07,20.5276,-100.8105,Jorge Eduardo Vázquez Olmos,Miscelanea o Tienda de Abarrotes,No,Cremeria “el salchichón “,Querétaro,2015,2,2,Aumente,Igual,Más,Igual,,Mayores,Permaneció igual,Incremente,Muy poco,Aumentó,Permanezcan igual,Mucho,Moderado,Algo,Moderado,No,Sí,No,No,No,No,,No creo que me lo aprobarían,Sí,,1200,09:00 a. m.,09:00 p. m.,Mujer,Rentado,Universidad y más,De 51 a 60
07/11/2024 13:09,19.4354,-99.1427,Alejandro Ducoing Caceres,Dulcería,No,Dulceria Alf,Ciudad de México,2010,2,0,Permanezca igual,Más,Más,Mejor,temporada de festividades,Iguales,Aumentó,Incremente,En su nivel correcto,Aumentó,Disminuyan,Poco,Nada,Moderado,Moderado,No,No,No,No,No,No,,No necesito un crédito,Sí,,10000,09:00 a. m.,07:00 p. m.,Hombre,Propio,Preparatoria,De 41 a 50
07/11/2024 13:13,20.6574,-100.4148,Sergio Rodríguez,Verdulería o Frutería,Sí,El Toluco,Querétaro,1998,3,3,Permanezca igual,Igual,El mismo número de clientes,Igual,,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Algo,Poco,Moderado,Algo,No,No,No,No,No,No,,No necesito un crédito,Sí,,"20,000",07:00 a. m.,07:00 p. m.,Hombre,Propio,Secundaria,De 31 a 40
07/11/2024 13:14,19.4354,-99.1427,Alejandro Ducoing Caceres,Miscelanea o Tienda de Abarrotes,No,super Alex,Ciudad de México,2004,5,1,Permanezca igual,Más,Más,Mejor,,Mayores,Aumentó,Incremente,Demsiado grande,Permaneció igual,Disminuyan,Poco,Nada,Moderado,Algo,No,No,Sí,No,No,No,,No necesito un crédito,Sí,,35000,08:00 a. m.,10:00 p. m.,Hombre,Propio,Secundaria,De 51 a 60
07/11/2024 13:14,20.5276,-100.8105,Valeria Ayala ,Verdulería o Frutería,No,Frutería Himalaya ,San Luis Potosí,2000,3,1,Permanezca igual,Menos,Más,Peor,Construcción del puente ,Mayores,Disminuyó,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Nada,Mucho,No,No,No,No,No,No,,No necesito un crédito,Sí,,60000,09:00 a. m.,08:00 p. m.,Mujer,Propio,Universidad y más,Más de 60
07/11/2024 13:16,19.4203,-99.1193,Alejandro García ,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes Renata ,San Luis Potosí,2019,3,3,Aumente,Más,El mismo número de clientes,Mejor,Por la gente que viene ,Iguales,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Moderado,Moderado,Poco,Sí,No,No,No,No,No,,No creo que me lo aprobarían,Sí,,5000,08:00 a. m.,10:00 p. m.,Mujer,Rentado,Preparatoria,De 31 a 40
07/11/2024 13:17,19.3143,-99.1271,Andrea Garcia,Cafetería,No,Pare de dormir ,Ciudad de México,2021,3,3,Aumente,Igual,El mismo número de clientes,Mejor,Anuncios en redes sociales ,Mayores,Aumentó,Permanezca igual,Muy poco,Aumentó,Permanezcan igual,Nada,Algo,Mucho,Algo,Sí,No,No,No,No,Sí,,Los procedimientos para aplicar son complicados,Sí,,15000,09:00 a. m.,06:30 p. m.,Hombre,Rentado,Preparatoria,De 31 a 40
07/11/2024 13:17,20.5276,-100.8105,Jaime,Miscelanea o Tienda de Abarrotes,No,Abarrotes la esquinita ,San Luis Potosí,1984,2,0,Permanezca igual,Menos,El mismo número de clientes,Igual,por temporadas,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Nada,Nada,No,Sí,No,No,No,No,,No creo que me lo aprobarían,No,Porque está satisfecho con su negocio,10000,09:00 a. m.,08:00 p. m.,Hombre,Propio,Primaria,Más de 60
07/11/2024 13:17,19.4342,-99.0559,Jorge Ibarra Gómez,Carnicería,Sí,Cecy pacheco ,Querétaro,1995,3,3,Permanezca igual,Igual,Más,Igual,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Nada,Poco,No,No,Sí,No,No,No,,Las tasas de interés son muy altas,Sí,,25000,09:00 a. m.,02:30 p. m.,Hombre,Rentado,Preparatoria,De 41 a 50
07/11/2024 13:18,20.6748,-101.3611,Miguel Alexis Gómez Martínez ,Miscelanea o Tienda de Abarrotes,No,Abarrotes Conita,San Luis Potosí,2010,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,Igual,El mismo número de clientes,Igual,Porque los clientes que me consumen ya son conocidos y van a preferir mis precios ,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Algo,Nada,Nada,Nada,No,No,No,No,No,No,No ha recibido ,No necesito un crédito,Sí,,20000,07:30 a. m.,11:00 p. m.,Mujer,Propio,Secundaria,De 51 a 60
07/11/2024 13:18,20.6574,-100.4148,Juan Pablo Rebollar Castro,Verdulería o Frutería,No,Frutería Alexa,Querétaro,2020,1,0,Permanezca igual,Igual,El mismo número de clientes,Igual,Competencia,Iguales,Permaneció igual,Disminuya,En su nivel correcto,Permaneció igual,Permanezcan igual,Algo,Poco,Algo,Mucho,No,No,Sí,No,No,No,,No necesito un crédito,Sí,,30000,07:00 a. m.,09:00 p. m.,Hombre,Propio,Secundaria,De 31 a 40
